,Age_group,Facility,Gender,APR,Predict,County
15854,50 to 69,St Johns Episcopal Hospital So Shore,M,Knee joint replacement,19201.5213,Queens
15855,50 to 69,St Johns Episcopal Hospital So Shore,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",2993.789553,Queens
15856,50 to 69,St Johns Episcopal Hospital So Shore,M,Other pneumonia,7084.875751,Queens
15857,50 to 69,St Johns Episcopal Hospital So Shore,M,Schizophrenia,2517.439179,Queens
15858,50 to 69,St Johns Episcopal Hospital So Shore,M,Septicemia & disseminated infections,7641.496817,Queens
15859,50 to 69,St Johns Episcopal Hospital So Shore,M,Vaginal delivery,6037.557053,Queens
15860,50 to 69,St Joseph's MC-St Vincents Westchester Division,F,Cellulitis & other skin infections,5218.157689,Westchester
15861,50 to 69,St Joseph's MC-St Vincents Westchester Division,F,Cesarean delivery,5462.830705,Westchester
15862,50 to 69,St Joseph's MC-St Vincents Westchester Division,F,Chronic obstructive pulmonary disease,6125.496019,Westchester
15863,50 to 69,St Joseph's MC-St Vincents Westchester Division,F,Heart failure,6221.103185,Westchester
15864,50 to 69,St Joseph's MC-St Vincents Westchester Division,F,Knee joint replacement,18126.3127,Westchester
15865,50 to 69,St Joseph's MC-St Vincents Westchester Division,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",1918.580959,Westchester
15866,50 to 69,St Joseph's MC-St Vincents Westchester Division,F,Other pneumonia,6009.667157,Westchester
15867,50 to 69,St Joseph's MC-St Vincents Westchester Division,F,Schizophrenia,1442.230585,Westchester
15868,50 to 69,St Joseph's MC-St Vincents Westchester Division,F,Septicemia & disseminated infections,6566.288223,Westchester
15869,50 to 69,St Joseph's MC-St Vincents Westchester Division,F,Vaginal delivery,4962.348459,Westchester
15870,50 to 69,St Joseph's MC-St Vincents Westchester Division,M,Cellulitis & other skin infections,5448.467232,Westchester
15871,50 to 69,St Joseph's MC-St Vincents Westchester Division,M,Cesarean delivery,5693.140248,Westchester
15872,50 to 69,St Joseph's MC-St Vincents Westchester Division,M,Chronic obstructive pulmonary disease,6355.805562,Westchester
15873,50 to 69,St Joseph's MC-St Vincents Westchester Division,M,Heart failure,6451.412728,Westchester
15874,50 to 69,St Joseph's MC-St Vincents Westchester Division,M,Knee joint replacement,18356.62225,Westchester
15875,50 to 69,St Joseph's MC-St Vincents Westchester Division,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",2148.890502,Westchester
15876,50 to 69,St Joseph's MC-St Vincents Westchester Division,M,Other pneumonia,6239.9767,Westchester
15877,50 to 69,St Joseph's MC-St Vincents Westchester Division,M,Schizophrenia,1672.540128,Westchester
15878,50 to 69,St Joseph's MC-St Vincents Westchester Division,M,Septicemia & disseminated infections,6796.597766,Westchester
15879,50 to 69,St Joseph's MC-St Vincents Westchester Division,M,Vaginal delivery,5192.658002,Westchester
15880,50 to 69,St Joseph's Medical Center,F,Cellulitis & other skin infections,1890.689627,Westchester
15881,50 to 69,St Joseph's Medical Center,F,Cesarean delivery,2135.362643,Westchester
15882,50 to 69,St Joseph's Medical Center,F,Chronic obstructive pulmonary disease,2798.027957,Westchester
15883,50 to 69,St Joseph's Medical Center,F,Heart failure,2893.635123,Westchester
15884,50 to 69,St Joseph's Medical Center,F,Knee joint replacement,14798.84464,Westchester
15885,50 to 69,St Joseph's Medical Center,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-1408.887103,Westchester
15886,50 to 69,St Joseph's Medical Center,F,Other pneumonia,2682.199095,Westchester
15887,50 to 69,St Joseph's Medical Center,F,Schizophrenia,-1885.237477,Westchester
15888,50 to 69,St Joseph's Medical Center,F,Septicemia & disseminated infections,3238.820161,Westchester
15889,50 to 69,St Joseph's Medical Center,F,Vaginal delivery,1634.880397,Westchester
15890,50 to 69,St Joseph's Medical Center,M,Cellulitis & other skin infections,2120.99917,Westchester
15891,50 to 69,St Joseph's Medical Center,M,Cesarean delivery,2365.672186,Westchester
15892,50 to 69,St Joseph's Medical Center,M,Chronic obstructive pulmonary disease,3028.3375,Westchester
15893,50 to 69,St Joseph's Medical Center,M,Heart failure,3123.944666,Westchester
15894,50 to 69,St Joseph's Medical Center,M,Knee joint replacement,15029.15418,Westchester
15895,50 to 69,St Joseph's Medical Center,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-1178.57756,Westchester
15896,50 to 69,St Joseph's Medical Center,M,Other pneumonia,2912.508638,Westchester
15897,50 to 69,St Joseph's Medical Center,M,Schizophrenia,-1654.927934,Westchester
15898,50 to 69,St Joseph's Medical Center,M,Septicemia & disseminated infections,3469.129704,Westchester
15899,50 to 69,St Joseph's Medical Center,M,Vaginal delivery,1865.18994,Westchester
15900,50 to 69,St Josephs Hospital,F,Cellulitis & other skin infections,4486.468931,Westchester
15901,50 to 69,St Josephs Hospital,F,Cesarean delivery,4731.141947,Westchester
15902,50 to 69,St Josephs Hospital,F,Chronic obstructive pulmonary disease,5393.807261,Westchester
15903,50 to 69,St Josephs Hospital,F,Heart failure,5489.414427,Westchester
15904,50 to 69,St Josephs Hospital,F,Knee joint replacement,17394.62395,Westchester
15905,50 to 69,St Josephs Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",1186.892201,Westchester
15906,50 to 69,St Josephs Hospital,F,Other pneumonia,5277.978399,Westchester
15907,50 to 69,St Josephs Hospital,F,Schizophrenia,710.5418263,Westchester
15908,50 to 69,St Josephs Hospital,F,Septicemia & disseminated infections,5834.599465,Westchester
15909,50 to 69,St Josephs Hospital,F,Vaginal delivery,4230.659701,Westchester
15910,50 to 69,St Josephs Hospital,M,Cellulitis & other skin infections,4716.778474,Westchester
15911,50 to 69,St Josephs Hospital,M,Cesarean delivery,4961.45149,Westchester
15912,50 to 69,St Josephs Hospital,M,Chronic obstructive pulmonary disease,5624.116804,Westchester
15913,50 to 69,St Josephs Hospital,M,Heart failure,5719.72397,Westchester
15914,50 to 69,St Josephs Hospital,M,Knee joint replacement,17624.93349,Westchester
15915,50 to 69,St Josephs Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",1417.201744,Westchester
15916,50 to 69,St Josephs Hospital,M,Other pneumonia,5508.287942,Westchester
15917,50 to 69,St Josephs Hospital,M,Schizophrenia,940.8513693,Westchester
15918,50 to 69,St Josephs Hospital,M,Septicemia & disseminated infections,6064.909008,Westchester
15919,50 to 69,St Josephs Hospital,M,Vaginal delivery,4460.969244,Westchester
15920,50 to 69,St Josephs Hospital Health Center,F,Cellulitis & other skin infections,3406.554042,Onondaga
15921,50 to 69,St Josephs Hospital Health Center,F,Cesarean delivery,3651.227058,Onondaga
15922,50 to 69,St Josephs Hospital Health Center,F,Chronic obstructive pulmonary disease,4313.892372,Onondaga
15923,50 to 69,St Josephs Hospital Health Center,F,Heart failure,4409.499538,Onondaga
15924,50 to 69,St Josephs Hospital Health Center,F,Knee joint replacement,16314.70906,Onondaga
15925,50 to 69,St Josephs Hospital Health Center,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",106.9773123,Onondaga
15926,50 to 69,St Josephs Hospital Health Center,F,Other pneumonia,4198.06351,Onondaga
15927,50 to 69,St Josephs Hospital Health Center,F,Schizophrenia,-369.3730622,Onondaga
15928,50 to 69,St Josephs Hospital Health Center,F,Septicemia & disseminated infections,4754.684576,Onondaga
15929,50 to 69,St Josephs Hospital Health Center,F,Vaginal delivery,3150.744812,Onondaga
15930,50 to 69,St Josephs Hospital Health Center,M,Cellulitis & other skin infections,3636.863585,Onondaga
15931,50 to 69,St Josephs Hospital Health Center,M,Cesarean delivery,3881.536601,Onondaga
15932,50 to 69,St Josephs Hospital Health Center,M,Chronic obstructive pulmonary disease,4544.201915,Onondaga
15933,50 to 69,St Josephs Hospital Health Center,M,Heart failure,4639.809081,Onondaga
15934,50 to 69,St Josephs Hospital Health Center,M,Knee joint replacement,16545.0186,Onondaga
15935,50 to 69,St Josephs Hospital Health Center,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",337.2868553,Onondaga
15936,50 to 69,St Josephs Hospital Health Center,M,Other pneumonia,4428.373053,Onondaga
15937,50 to 69,St Josephs Hospital Health Center,M,Schizophrenia,-139.0635192,Onondaga
15938,50 to 69,St Josephs Hospital Health Center,M,Septicemia & disseminated infections,4984.994119,Onondaga
15939,50 to 69,St Josephs Hospital Health Center,M,Vaginal delivery,3381.054355,Onondaga
15940,50 to 69,St Luke's Cornwall Hospital/Newburgh,F,Cellulitis & other skin infections,6564.60059,Orange
15941,50 to 69,St Luke's Cornwall Hospital/Newburgh,F,Cesarean delivery,6809.273606,Orange
15942,50 to 69,St Luke's Cornwall Hospital/Newburgh,F,Chronic obstructive pulmonary disease,7471.93892,Orange
15943,50 to 69,St Luke's Cornwall Hospital/Newburgh,F,Heart failure,7567.546086,Orange
15944,50 to 69,St Luke's Cornwall Hospital/Newburgh,F,Knee joint replacement,19472.7556,Orange
15945,50 to 69,St Luke's Cornwall Hospital/Newburgh,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",3265.02386,Orange
15946,50 to 69,St Luke's Cornwall Hospital/Newburgh,F,Other pneumonia,7356.110058,Orange
15947,50 to 69,St Luke's Cornwall Hospital/Newburgh,F,Schizophrenia,2788.673485,Orange
15948,50 to 69,St Luke's Cornwall Hospital/Newburgh,F,Septicemia & disseminated infections,7912.731124,Orange
15949,50 to 69,St Luke's Cornwall Hospital/Newburgh,F,Vaginal delivery,6308.79136,Orange
15950,50 to 69,St Luke's Cornwall Hospital/Newburgh,M,Cellulitis & other skin infections,6794.910133,Orange
15951,50 to 69,St Luke's Cornwall Hospital/Newburgh,M,Cesarean delivery,7039.583149,Orange
15952,50 to 69,St Luke's Cornwall Hospital/Newburgh,M,Chronic obstructive pulmonary disease,7702.248463,Orange
15953,50 to 69,St Luke's Cornwall Hospital/Newburgh,M,Heart failure,7797.855629,Orange
15954,50 to 69,St Luke's Cornwall Hospital/Newburgh,M,Knee joint replacement,19703.06515,Orange
15955,50 to 69,St Luke's Cornwall Hospital/Newburgh,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",3495.333403,Orange
15956,50 to 69,St Luke's Cornwall Hospital/Newburgh,M,Other pneumonia,7586.419601,Orange
15957,50 to 69,St Luke's Cornwall Hospital/Newburgh,M,Schizophrenia,3018.983028,Orange
15958,50 to 69,St Luke's Cornwall Hospital/Newburgh,M,Septicemia & disseminated infections,8143.040667,Orange
15959,50 to 69,St Luke's Cornwall Hospital/Newburgh,M,Vaginal delivery,6539.100903,Orange
15960,50 to 69,St Peters Hospital,F,Cellulitis & other skin infections,4884.779322,Albany
15961,50 to 69,St Peters Hospital,F,Cesarean delivery,5129.452338,Albany
15962,50 to 69,St Peters Hospital,F,Chronic obstructive pulmonary disease,5792.117652,Albany
15963,50 to 69,St Peters Hospital,F,Heart failure,5887.724818,Albany
15964,50 to 69,St Peters Hospital,F,Knee joint replacement,17792.93434,Albany
15965,50 to 69,St Peters Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",1585.202592,Albany
15966,50 to 69,St Peters Hospital,F,Other pneumonia,5676.28879,Albany
15967,50 to 69,St Peters Hospital,F,Schizophrenia,1108.852218,Albany
15968,50 to 69,St Peters Hospital,F,Septicemia & disseminated infections,6232.909856,Albany
15969,50 to 69,St Peters Hospital,F,Vaginal delivery,4628.970092,Albany
15970,50 to 69,St Peters Hospital,M,Cellulitis & other skin infections,5115.088865,Albany
15971,50 to 69,St Peters Hospital,M,Cesarean delivery,5359.761881,Albany
15972,50 to 69,St Peters Hospital,M,Chronic obstructive pulmonary disease,6022.427195,Albany
15973,50 to 69,St Peters Hospital,M,Heart failure,6118.034361,Albany
15974,50 to 69,St Peters Hospital,M,Knee joint replacement,18023.24388,Albany
15975,50 to 69,St Peters Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",1815.512135,Albany
15976,50 to 69,St Peters Hospital,M,Other pneumonia,5906.598333,Albany
15977,50 to 69,St Peters Hospital,M,Schizophrenia,1339.161761,Albany
15978,50 to 69,St Peters Hospital,M,Septicemia & disseminated infections,6463.219399,Albany
15979,50 to 69,St Peters Hospital,M,Vaginal delivery,4859.279635,Albany
15980,50 to 69,St. Joseph Hospital,F,Cellulitis & other skin infections,8542.426581,Nassau
15981,50 to 69,St. Joseph Hospital,F,Cesarean delivery,8787.099597,Nassau
15982,50 to 69,St. Joseph Hospital,F,Chronic obstructive pulmonary disease,9449.764912,Nassau
15983,50 to 69,St. Joseph Hospital,F,Heart failure,9545.372077,Nassau
15984,50 to 69,St. Joseph Hospital,F,Knee joint replacement,21450.5816,Nassau
15985,50 to 69,St. Joseph Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",5242.849852,Nassau
15986,50 to 69,St. Joseph Hospital,F,Other pneumonia,9333.936049,Nassau
15987,50 to 69,St. Joseph Hospital,F,Schizophrenia,4766.499477,Nassau
15988,50 to 69,St. Joseph Hospital,F,Septicemia & disseminated infections,9890.557115,Nassau
15989,50 to 69,St. Joseph Hospital,F,Vaginal delivery,8286.617352,Nassau
15990,50 to 69,St. Joseph Hospital,M,Cellulitis & other skin infections,8772.736124,Nassau
15991,50 to 69,St. Joseph Hospital,M,Cesarean delivery,9017.40914,Nassau
15992,50 to 69,St. Joseph Hospital,M,Chronic obstructive pulmonary disease,9680.074455,Nassau
15993,50 to 69,St. Joseph Hospital,M,Heart failure,9775.68162,Nassau
15994,50 to 69,St. Joseph Hospital,M,Knee joint replacement,21680.89114,Nassau
15995,50 to 69,St. Joseph Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",5473.159395,Nassau
15996,50 to 69,St. Joseph Hospital,M,Other pneumonia,9564.245592,Nassau
15997,50 to 69,St. Joseph Hospital,M,Schizophrenia,4996.80902,Nassau
15998,50 to 69,St. Joseph Hospital,M,Septicemia & disseminated infections,10120.86666,Nassau
15999,50 to 69,St. Joseph Hospital,M,Vaginal delivery,8516.926895,Nassau
16000,50 to 69,St. Mary's Healthcare,F,Cellulitis & other skin infections,3663.593922,Montgomery
16001,50 to 69,St. Mary's Healthcare,F,Cesarean delivery,3908.266938,Montgomery
16002,50 to 69,St. Mary's Healthcare,F,Chronic obstructive pulmonary disease,4570.932252,Montgomery
16003,50 to 69,St. Mary's Healthcare,F,Heart failure,4666.539418,Montgomery
16004,50 to 69,St. Mary's Healthcare,F,Knee joint replacement,16571.74894,Montgomery
16005,50 to 69,St. Mary's Healthcare,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",364.0171922,Montgomery
16006,50 to 69,St. Mary's Healthcare,F,Other pneumonia,4455.10339,Montgomery
16007,50 to 69,St. Mary's Healthcare,F,Schizophrenia,-112.3331823,Montgomery
16008,50 to 69,St. Mary's Healthcare,F,Septicemia & disseminated infections,5011.724456,Montgomery
16009,50 to 69,St. Mary's Healthcare,F,Vaginal delivery,3407.784692,Montgomery
16010,50 to 69,St. Mary's Healthcare,M,Cellulitis & other skin infections,3893.903465,Montgomery
16011,50 to 69,St. Mary's Healthcare,M,Cesarean delivery,4138.576481,Montgomery
16012,50 to 69,St. Mary's Healthcare,M,Chronic obstructive pulmonary disease,4801.241795,Montgomery
16013,50 to 69,St. Mary's Healthcare,M,Heart failure,4896.848961,Montgomery
16014,50 to 69,St. Mary's Healthcare,M,Knee joint replacement,16802.05848,Montgomery
16015,50 to 69,St. Mary's Healthcare,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",594.3267352,Montgomery
16016,50 to 69,St. Mary's Healthcare,M,Other pneumonia,4685.412933,Montgomery
16017,50 to 69,St. Mary's Healthcare,M,Schizophrenia,117.9763607,Montgomery
16018,50 to 69,St. Mary's Healthcare,M,Septicemia & disseminated infections,5242.033999,Montgomery
16019,50 to 69,St. Mary's Healthcare,M,Vaginal delivery,3638.094235,Montgomery
16020,50 to 69,St. Mary's Healthcare - Amsterdam Memorial Campus,F,Cellulitis & other skin infections,2073.578759,Montgomery
16021,50 to 69,St. Mary's Healthcare - Amsterdam Memorial Campus,F,Cesarean delivery,2318.251775,Montgomery
16022,50 to 69,St. Mary's Healthcare - Amsterdam Memorial Campus,F,Chronic obstructive pulmonary disease,2980.917089,Montgomery
16023,50 to 69,St. Mary's Healthcare - Amsterdam Memorial Campus,F,Heart failure,3076.524255,Montgomery
16024,50 to 69,St. Mary's Healthcare - Amsterdam Memorial Campus,F,Knee joint replacement,14981.73377,Montgomery
16025,50 to 69,St. Mary's Healthcare - Amsterdam Memorial Campus,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-1225.997971,Montgomery
16026,50 to 69,St. Mary's Healthcare - Amsterdam Memorial Campus,F,Other pneumonia,2865.088227,Montgomery
16027,50 to 69,St. Mary's Healthcare - Amsterdam Memorial Campus,F,Schizophrenia,-1702.348346,Montgomery
16028,50 to 69,St. Mary's Healthcare - Amsterdam Memorial Campus,F,Septicemia & disseminated infections,3421.709293,Montgomery
16029,50 to 69,St. Mary's Healthcare - Amsterdam Memorial Campus,F,Vaginal delivery,1817.769529,Montgomery
16030,50 to 69,St. Mary's Healthcare - Amsterdam Memorial Campus,M,Cellulitis & other skin infections,2303.888302,Montgomery
16031,50 to 69,St. Mary's Healthcare - Amsterdam Memorial Campus,M,Cesarean delivery,2548.561318,Montgomery
16032,50 to 69,St. Mary's Healthcare - Amsterdam Memorial Campus,M,Chronic obstructive pulmonary disease,3211.226632,Montgomery
16033,50 to 69,St. Mary's Healthcare - Amsterdam Memorial Campus,M,Heart failure,3306.833798,Montgomery
16034,50 to 69,St. Mary's Healthcare - Amsterdam Memorial Campus,M,Knee joint replacement,15212.04332,Montgomery
